track_name;id;album_name;artist_name;popularity;decade;genre;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
I'm Not Okay (I Promise);7lRlq939cDG4SzWOF4VAnd;Three Cheers for Sweet Revenge;My Chemical Romance;75;2000;['emo', 'pop punk'];0.21;0.94;9;-3.427;1;0.123;0.00602;0.0;0.269;0.255;179.722;audio_features;spotify:track:7lRlq939cDG4SzWOF4VAnd;https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd;https://api.spotify.com/v1/audio-analysis/7lRlq939cDG4SzWOF4VAnd;186480;4
Better Together;4VywXu6umkIQ2OS0m1I79y;In Between Dreams;Jack Johnson;71;2000;[];0.868;0.347;5;-9.529;1;0.0536;0.308;2e-05;0.11;0.659;110.059;audio_features;spotify:track:4VywXu6umkIQ2OS0m1I79y;https://api.spotify.com/v1/tracks/4VywXu6umkIQ2OS0m1I79y;https://api.spotify.com/v1/audio-analysis/4VywXu6umkIQ2OS0m1I79y;207680;4
Good Directions;7GQjJEwqlp6m5HNWVQd6OR;Doin' Somethin' Right;Billy Currington;70;2000;['contemporary country', 'country', 'country road', 'modern country rock'];0.716;0.72;5;-2.183;1;0.0319;0.307;0.0;0.135;0.464;122.512;audio_features;spotify:track:7GQjJEwqlp6m5HNWVQd6OR;https://api.spotify.com/v1/tracks/7GQjJEwqlp6m5HNWVQd6OR;https://api.spotify.com/v1/audio-analysis/7GQjJEwqlp6m5HNWVQd6OR;215853;4
She's Country;0PspNrE4MSjr1JeB4OW0jn;Wide Open;Jason Aldean;70;2000;['contemporary country', 'country', 'country road'];0.553;0.872;1;-2.832;0;0.0782;0.198;0.0;0.0659;0.638;172.138;audio_features;spotify:track:0PspNrE4MSjr1JeB4OW0jn;https://api.spotify.com/v1/tracks/0PspNrE4MSjr1JeB4OW0jn;https://api.spotify.com/v1/audio-analysis/0PspNrE4MSjr1JeB4OW0jn;220573;4
Dangerous;4NOZ35Dhucr6UlVyLOtktd;Not 4 Sale;Kardinal Offishall;79;2000;['canadian old school hip hop', 'pop rap', 'toronto rap'];0.949;0.79;8;-5.957;1;0.0756;0.00437;0.0;0.0816;0.807;117.002;audio_features;spotify:track:4NOZ35Dhucr6UlVyLOtktd;https://api.spotify.com/v1/tracks/4NOZ35Dhucr6UlVyLOtktd;https://api.spotify.com/v1/audio-analysis/4NOZ35Dhucr6UlVyLOtktd;246053;4
Animal I Have Become;56sk7jBpZV0CD31G9hEU3b;One-X;Three Days Grace;72;2000;['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'];0.553;0.853;8;-3.668;1;0.0339;0.000684;0.0;0.126;0.506;122.023;audio_features;spotify:track:56sk7jBpZV0CD31G9hEU3b;https://api.spotify.com/v1/tracks/56sk7jBpZV0CD31G9hEU3b;https://api.spotify.com/v1/audio-analysis/56sk7jBpZV0CD31G9hEU3b;231400;4
Dani California;10Nmj3JCNoMeBQ87uw5j8k;Stadium Arcadium;Red Hot Chili Peppers;77;2000;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];0.556;0.913;0;-2.36;1;0.0437;0.0193;8.59e-06;0.346;0.73;96.184;audio_features;spotify:track:10Nmj3JCNoMeBQ87uw5j8k;https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k;https://api.spotify.com/v1/audio-analysis/10Nmj3JCNoMeBQ87uw5j8k;282160;4
The Anthem;0BRHnOFm6sjxN1i9LJrUDu;The Young and The Hopeless;Good Charlotte;74;2000;['pop punk'];0.494;0.939;1;-3.127;1;0.126;0.00666;0.0;0.139;0.893;177.751;audio_features;spotify:track:0BRHnOFm6sjxN1i9LJrUDu;https://api.spotify.com/v1/tracks/0BRHnOFm6sjxN1i9LJrUDu;https://api.spotify.com/v1/audio-analysis/0BRHnOFm6sjxN1i9LJrUDu;175093;4
It's A Great Day To Be Alive;3oW6SWwGqiZSPTiAp7ZQoH;Down The Road I Go;Travis Tritt;71;2000;['contemporary country', 'country', 'country road', 'country rock', 'outlaw country'];0.595;0.653;7;-4.935;1;0.0265;0.246;0.0;0.264;0.542;128.93;audio_features;spotify:track:3oW6SWwGqiZSPTiAp7ZQoH;https://api.spotify.com/v1/tracks/3oW6SWwGqiZSPTiAp7ZQoH;https://api.spotify.com/v1/audio-analysis/3oW6SWwGqiZSPTiAp7ZQoH;241533;4
Sk8er Boi;00Mb3DuaIH1kjrwOku9CGU;Let Go;Avril Lavigne;77;2000;['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop'];0.487;0.9;0;-4.417;1;0.0482;6.79e-05;0.0;0.358;0.484;149.937;audio_features;spotify:track:00Mb3DuaIH1kjrwOku9CGU;https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU;https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU;204000;4
Love Story;1vrd6UOGamcKNGnSHJQlSt;Fearless;Taylor Swift;70;2000;['pop', 'post-teen pop'];0.618;0.741;2;-3.95;1;0.031;0.17;0.0;0.0822;0.296;118.984;audio_features;spotify:track:1vrd6UOGamcKNGnSHJQlSt;https://api.spotify.com/v1/tracks/1vrd6UOGamcKNGnSHJQlSt;https://api.spotify.com/v1/audio-analysis/1vrd6UOGamcKNGnSHJQlSt;235267;4
The Reason;77loZpT5Y5PRP1S451P9Yz;The Reason (15th Anniversary Deluxe);Hoobastank;80;2000;['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge', 'rap rock'];0.472;0.671;4;-4.649;1;0.029;0.0129;0.0;0.159;0.0681;82.952;audio_features;spotify:track:77loZpT5Y5PRP1S451P9Yz;https://api.spotify.com/v1/tracks/77loZpT5Y5PRP1S451P9Yz;https://api.spotify.com/v1/audio-analysis/77loZpT5Y5PRP1S451P9Yz;232800;4
We Belong Together;3LmvfNUQtglbTrydsdIqFU;The Emancipation of Mimi;Mariah Carey;70;2000;['dance pop', 'pop', 'urban contemporary'];0.837;0.462;0;-7.89;1;0.0601;0.0339;0.0;0.09;0.762;139.986;audio_features;spotify:track:3LmvfNUQtglbTrydsdIqFU;https://api.spotify.com/v1/tracks/3LmvfNUQtglbTrydsdIqFU;https://api.spotify.com/v1/audio-analysis/3LmvfNUQtglbTrydsdIqFU;201400;4
Temperature;0k2GOhqsrxDTAbFFSdNJjT;The Trinity;Sean Paul;78;2000;[];0.951;0.6;0;-4.675;0;0.0685;0.106;0.0;0.0712;0.822;125.04;audio_features;spotify:track:0k2GOhqsrxDTAbFFSdNJjT;https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT;https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT;218573;4
Down;6cmm1LMvZdB5zsCwX5BjqE;All Or Nothing;Jay Sean;77;2000;[];0.727;0.68;2;-4.498;1;0.0286;0.0101;0.0;0.0821;0.728;132.012;audio_features;spotify:track:6cmm1LMvZdB5zsCwX5BjqE;https://api.spotify.com/v1/tracks/6cmm1LMvZdB5zsCwX5BjqE;https://api.spotify.com/v1/audio-analysis/6cmm1LMvZdB5zsCwX5BjqE;212507;4
The Diary of Jane - Single Version;0faXHILILebCGnJBPU6KJJ;Phobia (Clean Version);Breaking Benjamin;74;2000;['alternative metal', 'nu metal', 'post-grunge'];0.392;0.964;10;-4.441;0;0.0644;7.13e-05;0.0387;0.106;0.269;167.024;audio_features;spotify:track:0faXHILILebCGnJBPU6KJJ;https://api.spotify.com/v1/tracks/0faXHILILebCGnJBPU6KJJ;https://api.spotify.com/v1/audio-analysis/0faXHILILebCGnJBPU6KJJ;200547;4
Umbrella;49FYlytm3dAAraYgpoJZux;Good Girl Gone Bad: Reloaded;Rihanna;82;2000;['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary'];0.583;0.829;1;-4.603;1;0.134;0.00864;0.0;0.0426;0.575;174.028;audio_features;spotify:track:49FYlytm3dAAraYgpoJZux;https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux;https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux;275987;4
Use Somebody;5VGlqQANWDKJFl0MBG3sg2;Only By The Night;Kings of Leon;77;2000;['modern rock', 'rock'];0.276;0.715;0;-5.356;1;0.0432;0.00552;0.000417;0.201;0.173;137.028;audio_features;spotify:track:5VGlqQANWDKJFl0MBG3sg2;https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2;https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2;230760;4
Live Your Life;3jlbL2OTD5YmIunYzgQTAN;Paper Trail;T.I.;77;2000;['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];0.375;0.862;11;-3.363;0;0.255;0.071;0.0;0.211;0.478;159.841;audio_features;spotify:track:3jlbL2OTD5YmIunYzgQTAN;https://api.spotify.com/v1/tracks/3jlbL2OTD5YmIunYzgQTAN;https://api.spotify.com/v1/audio-analysis/3jlbL2OTD5YmIunYzgQTAN;338853;4
What Hurts The Most;4bVuIlGQBMWS7vIhcx8Ae4;Me And My Gang;Rascal Flatts;71;2000;['contemporary country', 'country', 'country road', 'pop rock'];0.537;0.674;5;-5.134;0;0.0277;0.0088;0.0;0.265;0.33;136.002;audio_features;spotify:track:4bVuIlGQBMWS7vIhcx8Ae4;https://api.spotify.com/v1/tracks/4bVuIlGQBMWS7vIhcx8Ae4;https://api.spotify.com/v1/audio-analysis/4bVuIlGQBMWS7vIhcx8Ae4;214107;4
Sparks;7D0RhFcb3CrfPuTJ0obrod;Parachutes;Coldplay;75;2000;['permanent wave', 'pop'];0.371;0.268;1;-10.506;1;0.0281;0.748;0.0517;0.104;0.165;102.617;audio_features;spotify:track:7D0RhFcb3CrfPuTJ0obrod;https://api.spotify.com/v1/tracks/7D0RhFcb3CrfPuTJ0obrod;https://api.spotify.com/v1/audio-analysis/7D0RhFcb3CrfPuTJ0obrod;227093;3
Duality;61mWefnWQOLf90gepjOCb3;Vol. 3: The Subliminal Verses;Slipknot;77;2000;[];0.354;0.982;4;-3.026;0;0.168;0.000237;0.000294;0.204;0.194;143.772;audio_features;spotify:track:61mWefnWQOLf90gepjOCb3;https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3;https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3;252613;4
Rock Your Body;1AWQoqb9bSvzTjaLralEkT;Justified;Justin Timberlake;76;2000;['dance pop', 'pop'];0.892;0.714;4;-6.055;0;0.141;0.201;0.000234;0.0521;0.817;100.972;audio_features;spotify:track:1AWQoqb9bSvzTjaLralEkT;https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT;https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT;267267;4
When You Were Young;70wYA8oYHoMzhRRkARoMhU;Sam's Town;The Killers;76;2000;['dance rock', 'modern rock', 'permanent wave', 'rock'];0.467;0.988;11;-3.313;1;0.112;0.000152;0.0484;0.28;0.321;130.433;audio_features;spotify:track:70wYA8oYHoMzhRRkARoMhU;https://api.spotify.com/v1/tracks/70wYA8oYHoMzhRRkARoMhU;https://api.spotify.com/v1/audio-analysis/70wYA8oYHoMzhRRkARoMhU;220427;4
In Color;7CNd7rjfVt74TFlcOcnZgN;That Lonesome Song;Jamey Johnson;70;2000;['contemporary country', 'country', 'country road', 'outlaw country', 'redneck'];0.544;0.404;3;-8.751;1;0.0354;0.391;3.98e-06;0.157;0.251;129.518;audio_features;spotify:track:7CNd7rjfVt74TFlcOcnZgN;https://api.spotify.com/v1/tracks/7CNd7rjfVt74TFlcOcnZgN;https://api.spotify.com/v1/audio-analysis/7CNd7rjfVt74TFlcOcnZgN;290680;4
Rockstar;6n9yCXvLhnYMgJIiIcMu7D;All the Right Reasons (Special Edition);Nickelback;69;2000;['alternative metal', 'canadian rock', 'nu metal', 'post-grunge'];0.616;0.91;0;-3.004;1;0.0386;0.0459;0.0;0.343;0.693;144.072;audio_features;spotify:track:6n9yCXvLhnYMgJIiIcMu7D;https://api.spotify.com/v1/tracks/6n9yCXvLhnYMgJIiIcMu7D;https://api.spotify.com/v1/audio-analysis/6n9yCXvLhnYMgJIiIcMu7D;252040;4
Memories (feat. Kid Cudi);4dTaAiV9xFFCxnPur9c9yL;One Love (Deluxe);David Guetta;69;2000;['big room', 'dance pop', 'edm', 'pop', 'pop dance'];0.561;0.87;8;-6.103;1;0.343;0.0015;2.82e-06;0.246;0.498;129.98;audio_features;spotify:track:4dTaAiV9xFFCxnPur9c9yL;https://api.spotify.com/v1/tracks/4dTaAiV9xFFCxnPur9c9yL;https://api.spotify.com/v1/audio-analysis/4dTaAiV9xFFCxnPur9c9yL;210093;4
Smack That;2kQuhkFX7uSVepCD3h29g5;Konvicted;Akon;70;2000;['dance pop'];0.939;0.742;5;-5.171;0;0.0467;0.321;0.0;0.107;0.924;118.978;audio_features;spotify:track:2kQuhkFX7uSVepCD3h29g5;https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5;https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5;212360;4
Check Yes, Juliet;0wVluBsVAVzBKrqspuCcwR;We The Kings;We The Kings;72;2000;['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop'];0.352;0.912;7;-4.253;1;0.0725;0.00197;0.0;0.193;0.351;166.795;audio_features;spotify:track:0wVluBsVAVzBKrqspuCcwR;https://api.spotify.com/v1/tracks/0wVluBsVAVzBKrqspuCcwR;https://api.spotify.com/v1/audio-analysis/0wVluBsVAVzBKrqspuCcwR;220147;4
Dog Days Are Over;1YLJVmuzeM2YSUkCCaTNUB;Lungs (Deluxe Edition);Florence + The Machine;70;2000;['baroque pop', 'pop', 'uk alternative pop'];0.492;0.81;7;-5.315;1;0.0847;0.0416;0.00379;0.117;0.245;149.954;audio_features;spotify:track:1YLJVmuzeM2YSUkCCaTNUB;https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB;https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB;251840;4
Oh Ana;45i70K1PefHafKui2WxH0M;Touch Up;Mother Mother;75;2000;['vancouver indie'];0.512;0.525;5;-7.152;1;0.0429;0.672;1.66e-05;0.112;0.337;128.054;audio_features;spotify:track:45i70K1PefHafKui2WxH0M;https://api.spotify.com/v1/tracks/45i70K1PefHafKui2WxH0M;https://api.spotify.com/v1/audio-analysis/45i70K1PefHafKui2WxH0M;197080;4
Glamorous;4KTtYhxFtFL7mBwnjkKfLm;The Dutchess;Fergie;70;2000;[];0.81;0.755;0;-6.408;1;0.201;0.288;0.0;0.0857;0.623;130.99;audio_features;spotify:track:4KTtYhxFtFL7mBwnjkKfLm;https://api.spotify.com/v1/tracks/4KTtYhxFtFL7mBwnjkKfLm;https://api.spotify.com/v1/audio-analysis/4KTtYhxFtFL7mBwnjkKfLm;246573;4
Should've Been A Cowboy;18BajNiyvH6GpYshB0unrm;Toby Keith 35 Biggest Hits;Toby Keith;70;2000;['contemporary country', 'country', 'country road', 'oklahoma country'];0.585;0.793;7;-3.713;1;0.0322;0.351;0.0;0.3;0.732;133.839;audio_features;spotify:track:18BajNiyvH6GpYshB0unrm;https://api.spotify.com/v1/tracks/18BajNiyvH6GpYshB0unrm;https://api.spotify.com/v1/audio-analysis/18BajNiyvH6GpYshB0unrm;208413;4
Crank That (Soulja Boy);66TRwr5uJwPt15mfFkzhbi;souljaboytellem.com;Soulja Boy;76;2000;['atl hip hop', 'chicago bop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap'];0.736;0.74;0;-2.18;1;0.0786;0.515;0.0;0.0468;0.803;140.141;audio_features;spotify:track:66TRwr5uJwPt15mfFkzhbi;https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi;https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi;221933;4
Candy Shop;5D2mYZuzcgjpchVY1pmTPh;The Massacre;50 Cent;79;2000;['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap'];0.614;0.574;11;-7.961;1;0.466;0.0253;3.2e-05;0.38;0.755;125.173;audio_features;spotify:track:5D2mYZuzcgjpchVY1pmTPh;https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh;https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh;209107;5
Float On;2lwwrWVKdf3LR9lbbhnr6R;Good News For People Who Love Bad News;Modest Mouse;72;2000;['alternative rock', 'double drumming', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie'];0.649;0.888;6;-4.807;1;0.0293;0.013;2.23e-06;0.0888;0.553;100.975;audio_features;spotify:track:2lwwrWVKdf3LR9lbbhnr6R;https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R;https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R;208467;4
Apologize;1NrJYpdAi7uosDRPmSYrsG;Dreaming Out Loud;OneRepublic;71;2000;['dance pop', 'piano rock', 'pop', 'pop rock', 'post-teen pop'];0.593;0.74;8;-6.12;1;0.0339;0.363;2.22e-05;0.102;0.502;118.008;audio_features;spotify:track:1NrJYpdAi7uosDRPmSYrsG;https://api.spotify.com/v1/tracks/1NrJYpdAi7uosDRPmSYrsG;https://api.spotify.com/v1/audio-analysis/1NrJYpdAi7uosDRPmSYrsG;208107;4
Love;0W4NhJhcqKCqEP2GIpDCDq;The Way It Is;Keyshia Cole;74;2000;['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary'];0.688;0.519;5;-4.285;1;0.0283;0.064;0.0;0.1;0.318;116.714;audio_features;spotify:track:0W4NhJhcqKCqEP2GIpDCDq;https://api.spotify.com/v1/tracks/0W4NhJhcqKCqEP2GIpDCDq;https://api.spotify.com/v1/audio-analysis/0W4NhJhcqKCqEP2GIpDCDq;255333;4
This Love;6ECp64rv50XVz93WvxXMGF;Songs About Jane: 10th Anniversary Edition;Maroon 5;79;2000;[];0.712;0.862;5;-4.612;0;0.0378;0.0525;0.0;0.093;0.809;95.051;audio_features;spotify:track:6ECp64rv50XVz93WvxXMGF;https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF;https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF;206200;4
I Kissed A Girl;005lwxGU1tms6HGELIcUv9;One Of The Boys;Katy Perry;70;2000;['dance pop', 'pop', 'post-teen pop'];0.699;0.76;5;-3.173;1;0.0677;0.00223;0.0;0.132;0.696;129.996;audio_features;spotify:track:005lwxGU1tms6HGELIcUv9;https://api.spotify.com/v1/tracks/005lwxGU1tms6HGELIcUv9;https://api.spotify.com/v1/audio-analysis/005lwxGU1tms6HGELIcUv9;179640;4
Suga Suga;6Nq5lE0CeOAAAqN4qhkbZU;Tha Smokin' Nephew;Baby Bash;75;2000;[];0.662;0.748;5;-3.041;0;0.268;0.688;8.43e-06;0.0841;0.535;82.331;audio_features;spotify:track:6Nq5lE0CeOAAAqN4qhkbZU;https://api.spotify.com/v1/tracks/6Nq5lE0CeOAAAqN4qhkbZU;https://api.spotify.com/v1/audio-analysis/6Nq5lE0CeOAAAqN4qhkbZU;239027;4
Little Lion Man;6JnufVNLIO5F5Lk4sEVLeI;Sigh No More;Mumford & Sons;70;2000;['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana'];0.517;0.481;5;-8.273;1;0.0272;0.0293;1.79e-05;0.0903;0.461;138.51;audio_features;spotify:track:6JnufVNLIO5F5Lk4sEVLeI;https://api.spotify.com/v1/tracks/6JnufVNLIO5F5Lk4sEVLeI;https://api.spotify.com/v1/audio-analysis/6JnufVNLIO5F5Lk4sEVLeI;246973;4
Bless The Broken Road;4YjjNHtEsTX6Af4mCTupT5;Feels Like Today;Rascal Flatts;71;2000;['contemporary country', 'country', 'country road', 'pop rock'];0.591;0.45;0;-6.369;1;0.0266;0.671;2.23e-05;0.159;0.344;135.893;audio_features;spotify:track:4YjjNHtEsTX6Af4mCTupT5;https://api.spotify.com/v1/tracks/4YjjNHtEsTX6Af4mCTupT5;https://api.spotify.com/v1/audio-analysis/4YjjNHtEsTX6Af4mCTupT5;226680;4
The Kill;0lP4HYLmvowOKdsQ7CVkuq;A Beautiful Lie;Thirty Seconds To Mars;74;2000;['modern rock', 'pop punk', 'post-grunge', 'rock'];0.179;0.912;4;-3.881;0;0.0791;0.0014;0.000294;0.582;0.289;182.99;audio_features;spotify:track:0lP4HYLmvowOKdsQ7CVkuq;https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq;https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq;231533;3
Halo;4JehYebiI9JE8sR8MisGVb;I AM...SASHA FIERCE;Beyoncé;77;2000;['dance pop', 'pop', 'post-teen pop', 'r&b'];0.508;0.72;11;-5.908;0;0.0628;0.272;0.0;0.0563;0.472;79.983;audio_features;spotify:track:4JehYebiI9JE8sR8MisGVb;https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb;https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb;261640;4
Boot Scootin' Boogie;7Fq9RwQxSn3kW85PrDUf0M;#1s ... and then some;Brooks & Dunn;71;2000;['contemporary country', 'country', 'country road', 'country rock'];0.656;0.817;11;-4.296;0;0.0435;0.22;0.0;0.304;0.862;130.448;audio_features;spotify:track:7Fq9RwQxSn3kW85PrDUf0M;https://api.spotify.com/v1/tracks/7Fq9RwQxSn3kW85PrDUf0M;https://api.spotify.com/v1/audio-analysis/7Fq9RwQxSn3kW85PrDUf0M;198227;4
Hot In Herre;04KTF78FFg8sOHC1BADqbY;Nellyville;Nelly;74;2000;[];0.956;0.745;11;-4.753;0;0.12;0.206;0.0;0.0615;0.912;107.075;audio_features;spotify:track:04KTF78FFg8sOHC1BADqbY;https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY;https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY;228240;4
She Will Be Loved - Radio Mix;4llK75pXNWZz6KAho2Gp16;Songs About Jane: 10th Anniversary Edition;Maroon 5;79;2000;[];0.651;0.663;0;-5.569;0;0.0281;0.228;0.0;0.0994;0.465;102.0;audio_features;spotify:track:4llK75pXNWZz6KAho2Gp16;https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16;https://api.spotify.com/v1/audio-analysis/4llK75pXNWZz6KAho2Gp16;259453;4
Complicated;5xEM5hIgJ1jjgcEBfpkt2F;Let Go;Avril Lavigne;78;2000;['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop'];0.585;0.776;5;-5.898;1;0.0459;0.0572;7.74e-06;0.3;0.427;77.987;audio_features;spotify:track:5xEM5hIgJ1jjgcEBfpkt2F;https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F;https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F;244507;4
Womanizer;4fixebDZAVToLbUCuEloa2;Circus (Deluxe Version);Britney Spears;78;2000;['dance pop', 'pop', 'post-teen pop'];0.724;0.695;11;-5.226;1;0.0622;0.073;0.0;0.0889;0.235;139.0;audio_features;spotify:track:4fixebDZAVToLbUCuEloa2;https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2;https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2;224400;4
Take Me Out;20I8RduZC2PWMWTDCZuuAN;Franz Ferdinand;Franz Ferdinand;78;2000;['alternative rock', 'dance rock', 'dance-punk', 'modern rock', 'new rave', 'rock', 'scottish rock'];0.277;0.663;4;-8.821;0;0.0377;0.000409;0.00051;0.136;0.527;104.561;audio_features;spotify:track:20I8RduZC2PWMWTDCZuuAN;https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN;https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN;237027;4
Disturbia;2VOomzT6VavJOGBeySqaMc;Good Girl Gone Bad: Reloaded;Rihanna;77;2000;['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary'];0.707;0.813;11;-4.515;0;0.0571;0.0863;0.0;0.168;0.722;124.921;audio_features;spotify:track:2VOomzT6VavJOGBeySqaMc;https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc;https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc;238627;4
Drift Away;0RFgvrhkf9FiDRLA0BhzpZ;No Stranger to Shame;Uncle Kracker;71;2000;['country', 'country road', 'pop rock'];0.583;0.66;11;-5.078;1;0.0377;0.181;0.0;0.0979;0.861;151.956;audio_features;spotify:track:0RFgvrhkf9FiDRLA0BhzpZ;https://api.spotify.com/v1/tracks/0RFgvrhkf9FiDRLA0BhzpZ;https://api.spotify.com/v1/audio-analysis/0RFgvrhkf9FiDRLA0BhzpZ;255560;4
Hollaback Girl;0LzrhCZFXW94Y8nwtTuRlw;Love Angel Music Baby (Deluxe Version);Gwen Stefani;70;2000;['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary'];0.926;0.916;10;-2.221;0;0.0929;0.35;6.17e-06;0.0234;0.904;110.007;audio_features;spotify:track:0LzrhCZFXW94Y8nwtTuRlw;https://api.spotify.com/v1/tracks/0LzrhCZFXW94Y8nwtTuRlw;https://api.spotify.com/v1/audio-analysis/0LzrhCZFXW94Y8nwtTuRlw;199853;4
Beverly Hills;1yKu2MhpwzDXXH2tzG6xoa;Make Believe;Weezer;71;2000;['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock'];0.693;0.823;5;-3.761;1;0.0726;0.0932;0.0;0.328;0.741;87.904;audio_features;spotify:track:1yKu2MhpwzDXXH2tzG6xoa;https://api.spotify.com/v1/tracks/1yKu2MhpwzDXXH2tzG6xoa;https://api.spotify.com/v1/audio-analysis/1yKu2MhpwzDXXH2tzG6xoa;196093;4
I Will Not Bow;2yXyz4NLTZx9CLdXfLTp5E;Dear Agony;Breaking Benjamin;71;2000;['alternative metal', 'nu metal', 'post-grunge'];0.533;0.955;8;-3.708;1;0.0653;0.000165;1.36e-05;0.38;0.55;107.984;audio_features;spotify:track:2yXyz4NLTZx9CLdXfLTp5E;https://api.spotify.com/v1/tracks/2yXyz4NLTZx9CLdXfLTp5E;https://api.spotify.com/v1/audio-analysis/2yXyz4NLTZx9CLdXfLTp5E;216733;4
Crazy;2N5zMZX7YeL1tico8oQxa9;St. Elsewhere;Gnarls Barkley;72;2000;['atl hip hop', 'neo soul'];0.835;0.741;8;-1.609;1;0.0339;0.0172;0.0577;0.0826;0.612;111.963;audio_features;spotify:track:2N5zMZX7YeL1tico8oQxa9;https://api.spotify.com/v1/tracks/2N5zMZX7YeL1tico8oQxa9;https://api.spotify.com/v1/audio-analysis/2N5zMZX7YeL1tico8oQxa9;182066;4
Can't Tell Me Nothing;2MIBAmYwiuGoKUlpq9B9sZ;Graduation;Kanye West;73;2000;['chicago rap', 'rap'];0.596;0.62;5;-6.133;0;0.039;0.0122;0.0;0.82;0.102;80.029;audio_features;spotify:track:2MIBAmYwiuGoKUlpq9B9sZ;https://api.spotify.com/v1/tracks/2MIBAmYwiuGoKUlpq9B9sZ;https://api.spotify.com/v1/audio-analysis/2MIBAmYwiuGoKUlpq9B9sZ;271600;4
